ID,className,METHOD,callchain,score
cn.nc.channel.backend.facade.controller.ConcernBondController#concernBond,cn.nc.channel.backend.facade.controller.ConcernBondController,concernBond,1,1
cn.nc.user.ukey.facade.controller.UkeyApplyHisClientModifySaveController#doService,cn.nc.user.ukey.facade.controller.UkeyApplyHisClientModifySaveController,doService,2,10
cn.nc.channel.mix.controller.issuance.QueryTodayPublishBondsController#doService,cn.nc.channel.mix.controller.issuance.QueryTodayPublishBondsController,doService,3,2
cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorSaveController#doService,cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorSaveController,doService,5,8
cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondManageModifyController#handle,cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondManageModifyController,handle,1,1
cn.nc.pub.msg.facade.controller.parameterTemplate.ParameterTemplateListQueryController#getList,cn.nc.pub.msg.facade.controller.parameterTemplate.ParameterTemplateListQueryController,getList,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeBookQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeBookQueryController,handle,1,1
cn.nc.user.reguser.facade.controller.UnbindThirdInstUserController#doService,cn.nc.user.reguser.facade.controller.UnbindThirdInstUserController,doService,2,3
cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseConfirmAcceptController#handle,cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseConfirmAcceptController,handle,1,1
cn.nc.issuance.dist.facade.controller.DistDetailQueryController#doService,cn.nc.issuance.dist.facade.controller.DistDetailQueryController,doService,4,12
cn.nc.channel.backend.facade.controller.CrmwOnSaleQueryController#doService,cn.nc.channel.backend.facade.controller.CrmwOnSaleQueryController,doService,3,6
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryUserRelationLinkController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.QueryUserRelationLinkController,doService,1,1
cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterApprovalRefuseController#ukeyApplyHisApprovalRefuse,cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterApprovalRefuseController,ukeyApplyHisApprovalRefuse,1,1
cn.nc.user.reguser.facade.controller.UnRegisterUserController#doService,cn.nc.user.reguser.facade.controller.UnRegisterUserController,doService,2,1
cn.nc.channel.msg.facade.controller.NoticeListController#handle,cn.nc.channel.msg.facade.controller.NoticeListController,handle,1,1
cn.nc.user.external.facade.controller.QueryCapitalAccountController#doService,cn.nc.user.external.facade.controller.QueryCapitalAccountController,doService,2,2
cn.nc.user.reguser.facade.controller.ApprovalPassUserInfoHisController#doService,cn.nc.user.reguser.facade.controller.ApprovalPassUserInfoHisController,doService,4,103
cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleAddController#add,cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleAddController,add,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondBenRateKindListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondBenRateKindListController,handle,1,1
cn.nc.channel.msg.facade.controller.NoticeInfoController#doService,cn.nc.channel.msg.facade.controller.NoticeInfoController,doService,2,1
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.SendNoticeToXPQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.SendNoticeToXPQueryController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondAdditionSubmitController#doService,cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondAdditionSubmitController,doService,2,2
cn.nc.channel.mix.controller.channel.selfbond.QueryInstitutionBondBookManagementController#doService,cn.nc.channel.mix.controller.channel.selfbond.QueryInstitutionBondBookManagementController,doService,3,2
cn.nc.issuance.bid.facade.controller.submitPurchaseOffer.ImportPurchaseController#handle,cn.nc.issuance.bid.facade.controller.submitPurchaseOffer.ImportPurchaseController,handle,2,29
cn.nc.pub.msg.facade.controller.setting.MsgBizSystemCheckController#checkSysNo,cn.nc.pub.msg.facade.controller.setting.MsgBizSystemCheckController,checkSysNo,1,1
cn.nc.user.external.facade.controller.InstOperPositionController#doService,cn.nc.user.external.facade.controller.InstOperPositionController,doService,4,11
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PrintCenterUploadSubmitController#doService,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PrintCenterUploadSubmitController,doService,5,16
cn.nc.operation.base.facade.controller.notice.NoticeSendController#sendNotice,cn.nc.operation.base.facade.controller.notice.NoticeSendController,sendNotice,1,1
cn.nc.channel.backend.facade.controller.DistributingBondController#doService,cn.nc.channel.backend.facade.controller.DistributingBondController,doService,3,6
cn.nc.channel.mix.controller.channel.issuedbond.QueryIssuedCrmwController#queryIssuedCrmw,cn.nc.channel.mix.controller.channel.issuedbond.QueryIssuedCrmwController,queryIssuedCrmw,1,1
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.SendNoticeToXPQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.SendNoticeToXPQueryController,doService,3,4
cn.nc.user.conf.facade.CenterSysBusinessRoleFieldBatchDeleteController#doService,cn.nc.user.conf.facade.CenterSysBusinessRoleFieldBatchDeleteController,doService,3,5
cn.nc.issuance.common.facade.controller.RoleMenuRelationDeleteController#handle,cn.nc.issuance.common.facade.controller.RoleMenuRelationDeleteController,handle,1,1
cn.nc.user.archive.facade.controller.FileArchiveModifySaveController#fileArchiveModifySave,cn.nc.user.archive.facade.controller.FileArchiveModifySaveController,fileArchiveModifySave,1,1
cn.nc.channel.backend.facade.controller.ComponentSizeController#doService,cn.nc.channel.backend.facade.controller.ComponentSizeController,doService,2,3
cn.nc.issuance.dist.facade.controller.DistributionSaveController#handle,cn.nc.issuance.dist.facade.controller.DistributionSaveController,handle,1,1
cn.nc.user.conf.facade.controller.CenterConfAccountTabFieldListController#confAccountTabFieldList,cn.nc.user.conf.facade.controller.CenterConfAccountTabFieldListController,confAccountTabFieldList,1,1
cn.nc.user.conf.facade.controller.CenterConfBusinessRoleSelectListController#confBusinessRoleSelectList,cn.nc.user.conf.facade.controller.CenterConfBusinessRoleSelectListController,confBusinessRoleSelectList,1,1
cn.nc.issuance.book.dcm.facade.controller.bondAdmin.ReSendProducutInfoController#handle,cn.nc.issuance.book.dcm.facade.controller.bondAdmin.ReSendProducutInfoController,handle,1,1
cn.nc.user.external.facade.controller.ThirdUserRelQueryController#getInstThirdUserRelList,cn.nc.user.external.facade.controller.ThirdUserRelQueryController,getInstThirdUserRelList,1,1
cn.nc.pub.msg.facade.controller.outside.PubBiddingCcdcProductInstanceReceiveController#receiveBiddingCcdcProductInstance,cn.nc.pub.msg.facade.controller.outside.PubBiddingCcdcProductInstanceReceiveController,receiveBiddingCcdcProductInstance,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondIntellectAdditionController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondIntellectAdditionController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemUnPublishBondMatchTypeController#doService,cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemUnPublishBondMatchTypeController,doService,2,2
cn.nc.issuance.book.dcm.query.facade.controller.OfferedRequestCheckInfoController#handle,cn.nc.issuance.book.dcm.query.facade.controller.OfferedRequestCheckInfoController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bond.BondInfoQueryListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bond.BondInfoQueryListController,handle,1,1
cn.nc.user.position.facade.controller.center.CenterPositionHisCodeController#handle,cn.nc.user.position.facade.controller.center.CenterPositionHisCodeController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalCallbackReportController#doService,cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalCallbackReportController,doService,4,10
cn.nc.issuance.book.dcm.query.facade.controller.homeStart.OfficialBondInfoQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.homeStart.OfficialBondInfoQueryController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemUnPublishBondRepeateController#handle,cn.nc.issuance.book.dcm.facade.controller.job.threepartyunannouncedbond.IsemUnPublishBondRepeateController,handle,1,1
cn.nc.user.ukey.facade.controller.QueryUkeyClientController#queryUkeyListClient,cn.nc.user.ukey.facade.controller.QueryUkeyClientController,queryUkeyListClient,1,1
cn.nc.channel.backend.facade.controller.IdentityMappingSaveController#identityMappingSaveOrUpdate,cn.nc.channel.backend.facade.controller.IdentityMappingSaveController,identityMappingSaveOrUpdate,1,1
cn.nc.issuance.book.dcm.facade.controller.group.InvestorModifyController#doService,cn.nc.issuance.book.dcm.facade.controller.group.InvestorModifyController,doService,2,1
cn.nc.user.label.facade.controller.LabelFindInfoController#doService,cn.nc.user.label.facade.controller.LabelFindInfoController,doService,4,6
cn.nc.user.index.facade.controller.GetStatisticsInstInfoController#getStatisticsInstInfo,cn.nc.user.index.facade.controller.GetStatisticsInstInfoController,getStatisticsInstInfo,1,1
cn.nc.operation.base.facade.controller.work.OnDutyMembersQueryController#queryOnDutyMembers,cn.nc.operation.base.facade.controller.work.OnDutyMembersQueryController,queryOnDutyMembers,1,1
cn.nc.user.centerorgquery.controller.CenterOrgUserHisListController#centerOrgUserHisList,cn.nc.user.centerorgquery.controller.CenterOrgUserHisListController,centerOrgUserHisList,1,1
cn.nc.channel.backend.facade.controller.QuickEntranceQueryController#doService,cn.nc.channel.backend.facade.controller.QuickEntranceQueryController,doService,5,47
cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderListController,doService,2,1
cn.nc.channel.backend.facade.controller.QuickEntranceSaveController#quickEntranceSaveOrUpdate,cn.nc.channel.backend.facade.controller.QuickEntranceSaveController,quickEntranceSaveOrUpdate,1,1
cn.nc.user.conf.facade.controller.CenterConfInstDynamicFieldsByInstIdController#doService,cn.nc.user.conf.facade.controller.CenterConfInstDynamicFieldsByInstIdController,doService,3,8
cn.nc.user.staff.facade.controller.ResourceDeleteController#doService,cn.nc.user.staff.facade.controller.ResourceDeleteController,doService,7,12
cn.nc.operation.base.facade.controller.statistic.WorkloadChartStatisticController#workloadChartQuery,cn.nc.operation.base.facade.controller.statistic.WorkloadChartStatisticController,workloadChartQuery,1,1
cn.nc.pub.wkcl.facade.controller.legal.SwitchHolidayController#doService,cn.nc.pub.wkcl.facade.controller.legal.SwitchHolidayController,doService,7,18
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryBiddingResultDetailController#queryBiddingResultDetail,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryBiddingResultDetailController,queryBiddingResultDetail,1,1
cn.nc.issuance.book.dcm.facade.controller.FileAuthConfigModifyController#handle,cn.nc.issuance.book.dcm.facade.controller.FileAuthConfigModifyController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.automaticDisclosure.AutomaticDisclosureCheckController#doService,cn.nc.issuance.book.dcm.facade.controller.automaticDisclosure.AutomaticDisclosureCheckController,doService,2,1
cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustGenAndPushController#doService,cn.nc.issuance.book.dcm.facade.controller.issueamountadjust.IssueAmountAdjustGenAndPushController,doService,10,5
cn.nc.issuance.book.dcm.facade.controller.bill.BillGenController#handle,cn.nc.issuance.book.dcm.facade.controller.bill.BillGenController,handle,1,1
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.SendSCHProductInfoController#doService,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.SendSCHProductInfoController,doService,1,1
cn.nc.channel.backend.facade.controller.IdentityMappingClPublishController#cancelPublishIdentityMapping,cn.nc.channel.backend.facade.controller.IdentityMappingClPublishController,cancelPublishIdentityMapping,1,1
cn.nc.channel.mix.controller.issuance.QueryBasicInfoController#doService,cn.nc.channel.mix.controller.issuance.QueryBasicInfoController,doService,3,2
cn.nc.operation.base.facade.controller.work.WorkingScheduleDeleteController#delete,cn.nc.operation.base.facade.controller.work.WorkingScheduleDeleteController,delete,1,1
cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryBiddingResultController#queryBiddingResult,cn.nc.issuance.bid.facade.controller.biddingresultMgmt.QueryBiddingResultController,queryBiddingResult,1,1
cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.PreviewDirectInvestorAuthFileController#handle,cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.PreviewDirectInvestorAuthFileController,handle,1,1
cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctChangeSubmitController#doService,cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctChangeSubmitController,doService,2,3
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PreGeneratePlacingResultController#doService,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PreGeneratePlacingResultController,doService,2,2
cn.nc.issuance.book.dcm.query.facade.controller.bond.BondFullInfoController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bond.BondFullInfoController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeBookQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeBookQueryController,doService,5,7
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportUnderWritingRatioDetailController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportUnderWritingRatioDetailController,doService,1,1
cn.nc.channel.msg.facade.controller.NoticeTypeListController#doService,cn.nc.channel.msg.facade.controller.NoticeTypeListController,doService,2,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.ContactMagnifyController#handle,cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.ContactMagnifyController,handle,1,1
cn.nc.operation.base.facade.controller.work.WorkingScheduleQueryLoginUserMembersUnclaimedDashboardController#doService,cn.nc.operation.base.facade.controller.work.WorkingScheduleQueryLoginUserMembersUnclaimedDashboardController,doService,8,13
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BondPublishProcessDetailQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BondPublishProcessDetailQueryController,doService,3,10
cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bond.BondHomeQueryController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingModifyController#doService,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingModifyController,doService,19,99
cn.nc.issuance.book.dcm.facade.controller.group.InvestorSaveAssignMainManagerController#handle,cn.nc.issuance.book.dcm.facade.controller.group.InvestorSaveAssignMainManagerController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondTrustOrgListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondTrustOrgListController,doService,1,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferMidHisListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.PurchaseOfferMidHisListController,doService,2,6
cn.nc.pub.msg.facade.controller.send.SendEmailController#sendEmail,cn.nc.pub.msg.facade.controller.send.SendEmailController,sendEmail,1,1
cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalAutoCreateBondController#doService,cn.nc.issuance.book.dcm.facade.controller.external.DCMForExternalAutoCreateBondController,doService,2,5
cn.nc.pub.msg.facade.controller.setting.MsgTemplateDeleteController#delete,cn.nc.pub.msg.facade.controller.setting.MsgTemplateDeleteController,delete,1,1
cn.nc.channel.backend.facade.controller.ComponentQueryByIdController#queryComponentConfigById,cn.nc.channel.backend.facade.controller.ComponentQueryByIdController,queryComponentConfigById,1,1
cn.nc.user.sync.facade.controller.QueryCfaeRegisterUserController#queryCfaeUser,cn.nc.user.sync.facade.controller.QueryCfaeRegisterUserController,queryCfaeUser,1,1
cn.nc.user.reguser.facade.controller.QueryPersonalCenterController#queryPersonalCenterDetails,cn.nc.user.reguser.facade.controller.QueryPersonalCenterController,queryPersonalCenterDetails,1,1
cn.nc.user.position.facade.controller.client.ClientPositionPermissionListController#handle,cn.nc.user.position.facade.controller.client.ClientPositionPermissionListController,handle,1,1
cn.nc.user.staff.facade.controller.ResourceFindInfoController#handle,cn.nc.user.staff.facade.controller.ResourceFindInfoController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.systemadmin.AdvertisingPositionStatusModifyController#doService,cn.nc.issuance.book.dcm.facade.controller.systemadmin.AdvertisingPositionStatusModifyController,doService,7,38
cn.nc.user.clientorgquery.facade.controller.ClientOrgUserSelectViewController#clientOrgUserDetail,cn.nc.user.clientorgquery.facade.controller.ClientOrgUserSelectViewController,clientOrgUserDetail,1,1
cn.nc.operation.base.facade.controller.notice.NoticeGetByCodeController#doService,cn.nc.operation.base.facade.controller.notice.NoticeGetByCodeController,doService,4,7
cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderauditAgencyTailRateController#doService,cn.nc.issuance.book.dcm.facade.controller.bondadjustorder.BondAdjustOrderauditAgencyTailRateController,doService,2,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportUnderWritingRatioDetailController#handle,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.ExportUnderWritingRatioDetailController,handle,1,1
cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorQueryController#queryPage,cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorQueryController,queryPage,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.GetAccountLargeController#bondGroupFeeQuery,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.GetAccountLargeController,bondGroupFeeQuery,1,1
cn.nc.issuance.common.facade.controller.operation.ContactSelectController#handle,cn.nc.issuance.common.facade.controller.operation.ContactSelectController,handle,1,1
cn.nc.pub.msg.facade.controller.setting.MsgEmailServerQueryController#queryPage,cn.nc.pub.msg.facade.controller.setting.MsgEmailServerQueryController,queryPage,1,1
cn.nc.pub.msg.facade.controller.setting.MsgTemplateCheckCodeController#checkCode,cn.nc.pub.msg.facade.controller.setting.MsgTemplateCheckCodeController,checkCode,1,1
cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterBatchApprovalRefuseController#doService,cn.nc.user.ukey.facade.controller.UkeyApplyHisCenterBatchApprovalRefuseController,doService,2,13
cn.nc.issuance.book.dcm.query.facade.controller.issueamountadjust.AmountAdjustQueryListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.issueamountadjust.AmountAdjustQueryListController,doService,8,90
cn.nc.issuance.bid.facade.controller.submitPurchaseOffer.TiPurchaseOfferHisDetailQueryController#doService,cn.nc.issuance.bid.facade.controller.submitPurchaseOffer.TiPurchaseOfferHisDetailQueryController,doService,3,3
cn.nc.user.staff.facade.controller.ResourceTreeListController#doService,cn.nc.user.staff.facade.controller.ResourceTreeListController,doService,4,7
cn.nc.channel.mix.controller.channel.subscribe.QueryInvestorBondsController#doService,cn.nc.channel.mix.controller.channel.subscribe.QueryInvestorBondsController,doService,3,2
cn.nc.pub.msg.facade.controller.product.ProductRefuseController#refuseProduct,cn.nc.pub.msg.facade.controller.product.ProductRefuseController,refuseProduct,1,1
cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondCheckModifyController#handle,cn.nc.issuance.book.dcm.facade.controller.bondAdd.BondCheckModifyController,handle,1,1
cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorCheckController#checkDefaultAllow,cn.nc.pub.msg.facade.controller.setting.MsgSendOperatorCheckController,checkDefaultAllow,1,1
cn.nc.channel.auth.outer.facade.controller.ImageKaptchaShowController#queryImageKaptchaShowInfo,cn.nc.channel.auth.outer.facade.controller.ImageKaptchaShowController,queryImageKaptchaShowInfo,1,1
cn.nc.issuance.book.dcm.facade.controller.directinvestor.DirectInvestorAuthAuditController#doService,cn.nc.issuance.book.dcm.facade.controller.directinvestor.DirectInvestorAuthAuditController,doService,14,161
cn.nc.pub.msg.facade.controller.outside.PubProductTagListQueryController#doService,cn.nc.pub.msg.facade.controller.outside.PubProductTagListQueryController,doService,1,1
cn.nc.user.position.facade.controller.center.CenterPositionHisModifyController#doService,cn.nc.user.position.facade.controller.center.CenterPositionHisModifyController,doService,2,2
cn.nc.issuance.book.dcm.facade.controller.bondallocation.BondAllocationSaveController#handle,cn.nc.issuance.book.dcm.facade.controller.bondallocation.BondAllocationSaveController,handle,1,1
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingGenPlacingConfirmBillController#doService,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingGenPlacingConfirmBillController,doService,2,1
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PrintCenterUploadAuditController#doService,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PrintCenterUploadAuditController,doService,23,161
cn.nc.user.conf.facade.controller.CenterConfAccountTabListController#doService,cn.nc.user.conf.facade.controller.CenterConfAccountTabListController,doService,3,2
cn.nc.issuance.book.dcm.facade.controller.bondAdmin.ReSendProducutInfoController#doService,cn.nc.issuance.book.dcm.facade.controller.bondAdmin.ReSendProducutInfoController,doService,12,27
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondAdditionalPdfViewController#accountWhiteListSendHisPreview,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondAdditionalPdfViewController,accountWhiteListSendHisPreview,1,1
cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.whitelist.BondWlQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.directinvestor.whitelist.BondWlQueryController,doService,4,6
cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingSendRegFileListController#doService,cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingSendRegFileListController,doService,2,1
cn.nc.user.archive.facade.controller.FileArchiveModifySaveController#doService,cn.nc.user.archive.facade.controller.FileArchiveModifySaveController,doService,7,20
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondPublishDetailController#doService,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondPublishDetailController,doService,1,1
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.PurInstructionStatusQueryController#handle,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.PurInstructionStatusQueryController,handle,1,1
cn.nc.channel.msg.facade.controller.NoticeBatchSendController#handle,cn.nc.channel.msg.facade.controller.NoticeBatchSendController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.QueryBondBalanceController#handle,cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.QueryBondBalanceController,handle,1,1
cn.nc.user.position.facade.controller.center.CenterPositionHisBatchDeleteRecordController#handle,cn.nc.user.position.facade.controller.center.CenterPositionHisBatchDeleteRecordController,handle,1,1
cn.nc.issuance.bid.facade.controller.shchTenderMgmt.QueryBidMembersController#doService,cn.nc.issuance.bid.facade.controller.shchTenderMgmt.QueryBidMembersController,doService,3,2
cn.nc.user.initinst.facade.controller.ApprovalRevokeInstOpenApplyController#doService,cn.nc.user.initinst.facade.controller.ApprovalRevokeInstOpenApplyController,doService,9,29
cn.nc.issuance.common.facade.controller.RegtrationFilesToSHCHExController#handle,cn.nc.issuance.common.facade.controller.RegtrationFilesToSHCHExController,handle,1,1
cn.nc.pub.msg.facade.controller.setting.MsgSceneConfigCheckController#doService,cn.nc.pub.msg.facade.controller.setting.MsgSceneConfigCheckController,doService,3,8
cn.nc.user.ukey.facade.controller.UkeyBindHisCenterApprovalPassController#ukeyBindHisApprovalPass,cn.nc.user.ukey.facade.controller.UkeyBindHisCenterApprovalPassController,ukeyBindHisApprovalPass,1,1
cn.nc.issuance.dist.facade.controller.DistributionNewConfirmController#doService,cn.nc.issuance.dist.facade.controller.DistributionNewConfirmController,doService,15,56
cn.nc.pub.msg.facade.controller.setting.MsgSceneConfigDeleteController#doService,cn.nc.pub.msg.facade.controller.setting.MsgSceneConfigDeleteController,doService,3,6
cn.nc.issuance.bid.facade.controller.emergencycontact.SaveOrUpdateEbcController#doService,cn.nc.issuance.bid.facade.controller.emergencycontact.SaveOrUpdateEbcController,doService,4,4
cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondRepaymentListController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondRepaymentListController,doService,1,1
cn.nc.issuance.common.facade.controller.ErrorInfoAddController#doService,cn.nc.issuance.common.facade.controller.ErrorInfoAddController,doService,8,20
cn.nc.channel.mix.controller.channel.fulltext.QueryFullTextCrmwController#doService,cn.nc.channel.mix.controller.channel.fulltext.QueryFullTextCrmwController,doService,3,2
cn.nc.pub.msg.facade.controller.productTag.ProductTagEnableController#enableProductTag,cn.nc.pub.msg.facade.controller.productTag.ProductTagEnableController,enableProductTag,1,1
cn.nc.operation.base.facade.controller.support.SystemQueryController#save,cn.nc.operation.base.facade.controller.support.SystemQueryController,save,1,1
cn.nc.issuance.book.dcm.facade.controller.informationservice.SmartDocumentToReportController#doService,cn.nc.issuance.book.dcm.facade.controller.informationservice.SmartDocumentToReportController,doService,1,1
cn.nc.channel.backend.facade.controller.ConcernBondQueryController#doService,cn.nc.channel.backend.facade.controller.ConcernBondQueryController,doService,4,19
cn.nc.issuance.book.dcm.query.facade.controller.bond.PubCreditListController#handle,cn.nc.issuance.book.dcm.query.facade.controller.bond.PubCreditListController,handle,1,1
cn.nc.user.reguser.facade.controller.ChangeMobileOrEmailByCheckcodeController#doService,cn.nc.user.reguser.facade.controller.ChangeMobileOrEmailByCheckcodeController,doService,4,11
cn.nc.issuance.book.dcm.query.facade.controller.bondReview.BondReviewQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.bondReview.BondReviewQueryController,doService,3,2
cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.BankAccountMagnifyController#handle,cn.nc.issuance.book.dcm.query.facade.controller.purchaseOffer.BankAccountMagnifyController,handle,1,1
cn.nc.issuance.dist.facade.controller.DistributionRepealController#handle,cn.nc.issuance.dist.facade.controller.DistributionRepealController,handle,1,1
cn.nc.issuance.dist.facade.controller.DistributionModifyAfterCompleteController#handle,cn.nc.issuance.dist.facade.controller.DistributionModifyAfterCompleteController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderDetailExportController#handle,cn.nc.issuance.book.dcm.query.facade.controller.purchaseorder.PurchaseOrderDetailExportController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWritingRatioChangeExportController#underWritingRatioChangeExport,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.UnderWritingRatioChangeExportController,underWritingRatioChangeExport,1,1
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.RateValueReferenceQueryController#doService,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.RateValueReferenceQueryController,doService,1,1
cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.RegistrationFilesPreviewController#handle,cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.RegistrationFilesPreviewController,handle,1,1
cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientModifySaveController#doService,cn.nc.user.ukey.facade.controller.UkeyMaintainHisClientModifySaveController,doService,6,21
cn.nc.user.staff.facade.controller.in.PositionModifyController#handle,cn.nc.user.staff.facade.controller.in.PositionModifyController,handle,1,1
cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.CheckBondInfoController#handle,cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.CheckBondInfoController,handle,1,1
