className,method,score
Optional[cn.nc.user.inst.converter.InstRoleRelHisConverterImpl],cn.nc.user.inst.converter.InstRoleRelHisConverterImpl#toPageList,5
Optional[cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse],cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse#setPurchaseDetailList,0
Optional[cn.nc.user.ukey.service.impl.UkeyMaintainServiceImpl],cn.nc.user.ukey.service.impl.UkeyMaintainServiceImpl#details,6
Optional[cn.nc.issuance.book.dcm.utils.DateTimeUtil],cn.nc.issuance.book.dcm.utils.DateTimeUtil#getCurrentDateTime,1
Optional[cn.nc.user.archive.converter.FileArchiveConverterImpl],cn.nc.user.archive.converter.FileArchiveConverterImpl#toPo,5
Optional[cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getBaseRateConfirmRule,1
Optional[cn.nc.channel.mix.feign.ChannelMixFeign],cn.nc.channel.mix.feign.ChannelMixFeign#queryGroupBonds,0
Optional[cn.nc.user.ukey.service.UkeyApplyService],cn.nc.user.ukey.service.UkeyApplyService#save,0
Optional[cn.nc.user.reguser.service.UserIdentifyService],cn.nc.user.reguser.service.UserIdentifyService#saveBatchUserIdentify,0
Optional[cn.nc.channel.auth.outer.service.dto.password.AppUserResetPwdReqDto],cn.nc.channel.auth.outer.service.dto.password.AppUserResetPwdReqDto#getType,1
Optional[cn.nc.issuance.book.dcm.query.service.BondPlacingResultService],cn.nc.issuance.book.dcm.query.service.BondPlacingResultService#getDetailSumInfo,0
Optional[cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorAdminResultDto],cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorAdminResultDto#getAuditCount,1
Optional[cn.nc.issuance.bid.utils.DateUtil],cn.nc.issuance.bid.utils.DateUtil#getDateTimeFromLong,1
Optional[cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRespDto],cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRespDto#getInstUserRoleRelList,1
Optional[cn.nc.user.conf.facade.controller.CenterConfAccountDynamicFieldsByInstIdController],cn.nc.user.conf.facade.controller.CenterConfAccountDynamicFieldsByInstIdController#confAccountDynamicFieldsByInstId,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#setConsignModel,0
Optional[cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO],cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO#getEffectStatus,1
Optional[cn.nc.pub.msg.facade.controller.outside.PubBookDcmProductInstanceReceiveController],cn.nc.pub.msg.facade.controller.outside.PubBookDcmProductInstanceReceiveController#receiveBookDcmProductInstance,1
Optional[cn.nc.issuance.book.dcm.facade.controller.purchaseorder.PurOrderMakeupModifyController],cn.nc.issuance.book.dcm.facade.controller.purchaseorder.PurOrderMakeupModifyController#handle,1
Optional[cn.nc.pub.wkcl.service.dto.SysTradeCalRespDto],cn.nc.pub.wkcl.service.dto.SysTradeCalRespDto#getSysNo,1
Optional[cn.nc.issuance.book.dcm.query.service.QueryStatisticsService],cn.nc.issuance.book.dcm.query.service.QueryStatisticsService#publishSuccBondInfoExport,0
Optional[cn.nc.user.ind.facade.controller.InitUserDataHandlerController],cn.nc.user.ind.facade.controller.InitUserDataHandlerController#doService,1
Optional[cn.nc.issuance.book.dcm.service.dto.querystatistics.GroupFeeManagementDto],cn.nc.issuance.book.dcm.service.dto.querystatistics.GroupFeeManagementDto#setBankName,0
Optional[cn.nc.user.instuser.adapter.repository.po.InstUserPo],cn.nc.user.instuser.adapter.repository.po.InstUserPo#setIsBuildedOper,0
Optional[cn.nc.user.archive.adapter.repository.service.impl.FileArchiveServiceImpl],cn.nc.user.archive.adapter.repository.service.impl.FileArchiveServiceImpl#handleInstInfoHis,1
Optional[cn.nc.channel.backend.adapter.repository.po.LayoutChangeRemindPo],cn.nc.channel.backend.adapter.repository.po.LayoutChangeRemindPo#setClassicLayoutId,0
Optional[cn.nc.issuance.common.converter.SysDictionaryAuditConverterImpl],cn.nc.issuance.common.converter.SysDictionaryAuditConverterImpl#toDtoList,5
Optional[cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto],cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto#setIdnumberCheckFlag,0
Optional[cn.nc.operation.base.service.TaskService],cn.nc.operation.base.service.TaskService#queryAssigned,0
Optional[cn.nc.issuance.common.service.impl.SysDictionarySubAuditServiceImpl],cn.nc.issuance.common.service.impl.SysDictionarySubAuditServiceImpl#deleteById,4
Optional[cn.nc.user.instuser.service.impl.InstThirdUserRelApplyTaskServiceImpl],cn.nc.user.instuser.service.impl.InstThirdUserRelApplyTaskServiceImpl#getSubmitNode,3
Optional[cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BondModifyApplyDetailController],cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.BondModifyApplyDetailController#handle,1
Optional[cn.nc.channel.backend.service.impl.ConcernServiceImpl],cn.nc.channel.backend.service.impl.ConcernServiceImpl#dcmSyncOptional,17
Optional[cn.nc.user.staff.converter.BaseConverterHelper],cn.nc.user.staff.converter.BaseConverterHelper#userStatus,1
Optional[cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity],cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity#setExerciseDate2,0
Optional[cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity],cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity#setExerciseDate1,0
Optional[cn.nc.user.sync.query.dto.CfaeRegisterUserDto],cn.nc.user.sync.query.dto.CfaeRegisterUserDto#setCreateTime,0
Optional[cn.nc.issuance.bid.utils.DateUtil],cn.nc.issuance.bid.utils.DateUtil#isDate,9
Optional[cn.nc.issuance.book.dcm.query.service.dto.querystatistics.BondGroupFeeDto],cn.nc.issuance.book.dcm.query.service.dto.querystatistics.BondGroupFeeDto#setIrstYeardayModel,0
Optional[cn.nc.issuance.common.converter.SysDictionaryDetailConverterImpl],cn.nc.issuance.common.converter.SysDictionaryDetailConverterImpl#toDto,4
Optional[cn.nc.operation.task.engine.feign.param.InstPositionDto],cn.nc.operation.task.engine.feign.param.InstPositionDto#getIsDeleted,1
Optional[cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity],cn.nc.issuance.book.dcm.service.dto.bill.FixedIncomeProductElementEntity#setExerciseDate3,0
Optional[cn.nc.issuance.book.dcm.logic.base.UnannouncedBondCleanCommonLogic],cn.nc.issuance.book.dcm.logic.base.UnannouncedBondCleanCommonLogic#compareMainRatingName,52
Optional[cn.nc.channel.auth.outer.facade.controller.ImageKaptchaShowController],cn.nc.channel.auth.outer.facade.controller.ImageKaptchaShowController#doService,1
Optional[cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto],cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto#getDeptName,1
Optional[cn.nc.common.auth.handler.AbstractAuthHandler],cn.nc.common.auth.handler.AbstractAuthHandler#buildLoginKey,1
Optional[cn.nc.issuance.dist.service.impl.logic.DcmDistLogic],cn.nc.issuance.dist.service.impl.logic.DcmDistLogic#checkTrustAccount,61
Optional[cn.nc.issuance.book.dcm.service.impl.BondInfoMakePublicServiceImpl],cn.nc.issuance.book.dcm.service.impl.BondInfoMakePublicServiceImpl#packPlacingReport,9
Optional[cn.nc.channel.backend.service.dto.product.FinDailyIssueQueryRespDto],cn.nc.channel.backend.service.dto.product.FinDailyIssueQueryRespDto#setRegistrationPlace,0
Optional[cn.nc.issuance.bid.facade.message.head.req.ReqHeader],cn.nc.issuance.bid.facade.message.head.req.ReqHeader#setStartSysOrCmptNo,0
Optional[cn.nc.common.transaction.support.impl.RequestMessageDto],cn.nc.common.transaction.support.impl.RequestMessageDto#setReqParam,0
Optional[cn.nc.issuance.dist.service.impl.external.DCMForExternalAbolitionInitiateServiceImpl],cn.nc.issuance.dist.service.impl.external.DCMForExternalAbolitionInitiateServiceImpl#validateUserInfo,8
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingShchProductInstanceDto#setBasicTenderAmount,0
Optional[cn.nc.channel.backend.service.dto.homepage.PageDispOrderQueryReqDto],cn.nc.channel.backend.service.dto.homepage.PageDispOrderQueryReqDto#setInstUserId,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getProductsCountAmount,1
Optional[cn.nc.operation.base.mapper.notice.NoticeGroupTypeConverterImpl],cn.nc.operation.base.mapper.notice.NoticeGroupTypeConverterImpl#toPo,4
Optional[cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondConfirmInfoController],cn.nc.issuance.book.dcm.query.facade.controller.dcmbondadmin.BondConfirmInfoController#handle,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#getCreateAccountNum,1
Optional[cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl],cn.nc.issuance.book.dcm.service.impl.bond.BondMgrServiceImpl#updateBondBasicInfoByBondId,4
Optional[cn.nc.issuance.book.dcm.service.dto.RspHead],cn.nc.issuance.book.dcm.service.dto.RspHead#setServRespDescInfo,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getExerciseDateC1,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getExerciseDateC2,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getExerciseDateC3,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookFinShchProductInstanceDto#getPublisherName,1
Optional[cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctHisListController],cn.nc.user.cfaeacct.facade.controller.CenterCfaeAcctHisListController#centerCfaeAcctHisList,1
Optional[cn.nc.channel.backend.service.dto.distribution.DistributionBondQueryRespDto],cn.nc.channel.backend.service.dto.distribution.DistributionBondQueryRespDto#getBondTerm,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookCrmwProductInstanceDto#setValueCurrencyOther,0
Optional[cn.nc.channel.mix.controller.channel.dist.QueryTodayDistBondController],cn.nc.channel.mix.controller.channel.dist.QueryTodayDistBondController#doService,1
Optional[cn.nc.channel.mix.adapter.repository.dao.DcmBondDao],cn.nc.channel.mix.adapter.repository.dao.DcmBondDao#queryFinancialPurchasedBonds,0
Optional[cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto],cn.nc.pub.msg.service.dto.log.MsgSendRecordRespDto#getBatchNo,1
Optional[cn.nc.user.position.facade.controller.center.CenterPositionFindInfoController],cn.nc.user.position.facade.controller.center.CenterPositionFindInfoController#handle,1
Optional[cn.nc.issuance.book.dcm.query.converter.MqSendProductInfoQueryConverterImpl],cn.nc.issuance.book.dcm.query.converter.MqSendProductInfoQueryConverterImpl#toPoList,5
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setBaseRateEfectMode,0
Optional[cn.nc.issuance.book.dcm.service.dto.bill.SubscriptionAmountEntity],cn.nc.issuance.book.dcm.service.dto.bill.SubscriptionAmountEntity#setTrustAccountFullName,0
Optional[cn.nc.user.instsummary.adapter.repository.dao.InstSummaryDao],cn.nc.user.instsummary.adapter.repository.dao.InstSummaryDao#getInstUserList,0
Optional[cn.nc.pub.msg.service.dto.other.InstanceSubFinCcdcPubAdvPayPlan],cn.nc.pub.msg.service.dto.other.InstanceSubFinCcdcPubAdvPayPlan#getPlanDate,1
Optional[cn.nc.user.instacct.controller.QueryInstCapitalAcctListController],cn.nc.user.instacct.controller.QueryInstCapitalAcctListController#doService,1
Optional[cn.nc.channel.backend.service.dto.product.DebtInstInvestorQueryRespDto],cn.nc.channel.backend.service.dto.product.DebtInstInvestorQueryRespDto#setTermUnit,0
Optional[cn.nc.channel.msg.service.impl.NoticeServiceImpl],cn.nc.channel.msg.service.impl.NoticeServiceImpl#modifyById,3
Optional[cn.nc.issuance.dist.service.dto.BondUser],cn.nc.issuance.dist.service.dto.BondUser#setId,0
Optional[cn.nc.user.staff.config.MessageProperties.EmailProperties],cn.nc.user.staff.config.MessageProperties.EmailProperties#setSystemId,0
Optional[cn.nc.channel.backend.service.dto.distribution.DistributedBondQueryRespDto],cn.nc.channel.backend.service.dto.distribution.DistributedBondQueryRespDto#setBondFullName,0
Optional[cn.nc.operation.base.mapper.task.TaskHisConverterImpl],cn.nc.operation.base.mapper.task.TaskHisConverterImpl#taskIdentityLinkPoListToTaskIdentityLinkDtoList,5
Optional[cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity.ExclusiveInfo],cn.nc.issuance.book.dcm.service.dto.ReleaseAccountConfirmEntity.ExclusiveInfo#setHolderAccount,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#setFebruary29Interest,0
Optional[cn.nc.issuance.book.dcm.query.service.impl.SubmissionFileInfoServiceImpl],cn.nc.issuance.book.dcm.query.service.impl.SubmissionFileInfoServiceImpl#list,1
Optional[cn.nc.operation.task.engine.service.CompleteParam],cn.nc.operation.task.engine.service.CompleteParam#getEvent,0
Optional[cn.nc.issuance.common.facade.controller.RoleMenuRelationSelectController],cn.nc.issuance.common.facade.controller.RoleMenuRelationSelectController#doService,1
Optional[cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctHisQueryListController],cn.nc.user.cfaeacct.facade.controller.ClientCfaeAcctHisQueryListController#doService,1
Optional[cn.nc.channel.backend.service.dto.homepage.PageDispOrderQueryRespDto],cn.nc.channel.backend.service.dto.homepage.PageDispOrderQueryRespDto#getComponentId,1
Optional[cn.nc.issuance.book.dcm.query.facade.controller.AutomaticDisclosurePreViewController],cn.nc.issuance.book.dcm.query.facade.controller.AutomaticDisclosurePreViewController#doService,1
Optional[cn.nc.issuance.common.service.ContactService],cn.nc.issuance.common.service.ContactService#portList,0
Optional[cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookProcessAdjustDetailExportController],cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookProcessAdjustDetailExportController#doService,1
Optional[cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookProcessAdjustDetailExportController],cn.nc.issuance.book.dcm.query.facade.controller.querystatistics.BookProcessAdjustDetailExportController#handle,1
Optional[cn.nc.channel.auth.outer.service.dto.login.WebEmailLoginReqDto],cn.nc.channel.auth.outer.service.dto.login.WebEmailLoginReqDto#getImageVerificationUniqueId,1
Optional[cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BiddingCcdcProductInstanceDto#getBasicBiddingAmount,1
Optional[cn.nc.channel.backend.adapter.repository.po.CustomizeLayoutPo],cn.nc.channel.backend.adapter.repository.po.CustomizeLayoutPo#getClassicLayoutId,1
Optional[cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto],cn.nc.user.sync.query.dto.CfaeRegisterUserQueryDto#setQueryType,0
Optional[cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorAdminResultDto],cn.nc.issuance.book.dcm.service.dto.directinvestor.DirectInvestorAdminResultDto#setFileId,0
Optional[cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.RegistrationFilesPreviewController],cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.RegistrationFilesPreviewController#doService,1
Optional[cn.nc.operation.task.engine.service.BusinessTask],cn.nc.operation.task.engine.service.BusinessTask#setVersion,0
Optional[cn.nc.channel.mix.service.IssuanceQueryService],cn.nc.channel.mix.service.IssuanceQueryService#queryGroupUnderwriter,0
Optional[cn.nc.pub.msg.facade.controller.setting.MsgBizSystemQueryController],cn.nc.pub.msg.facade.controller.setting.MsgBizSystemQueryController#queryPage,1
Optional[cn.nc.issuance.book.dcm.service.BondAuthorizeService],cn.nc.issuance.book.dcm.service.BondAuthorizeService#auditBondAuthorize,0
Optional[cn.nc.issuance.book.dcm.service.impl.BookLocalAppointmentAuditServiceImpl],cn.nc.issuance.book.dcm.service.impl.BookLocalAppointmentAuditServiceImpl#outFilePath,2
Optional[cn.nc.issuance.book.dcm.batch.service.impl.DirectPushServiceImpl],cn.nc.issuance.book.dcm.batch.service.impl.DirectPushServiceImpl#execData,8
Optional[cn.nc.common.auth.handler.DispatcherAuthFilter],cn.nc.common.auth.handler.DispatcherAuthFilter#outerAuthAnonCheck,7
Optional[cn.nc.issuance.common.converter.SysConfigDetailConverterImpl],cn.nc.issuance.common.converter.SysConfigDetailConverterImpl#toDtoList,5
Optional[cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO],cn.nc.issuance.book.dcm.service.dto.nxMessage.SendNxMassageEntityDTO#setAddInputOperName,0
Optional[cn.nc.pub.wkcl.facade.controller.sys.SysTradeCalQueryController],cn.nc.pub.wkcl.facade.controller.sys.SysTradeCalQueryController#doService,1
Optional[cn.nc.issuance.dist.converter.DistAgreementBondConverterImpl],cn.nc.issuance.dist.converter.DistAgreementBondConverterImpl#toPo,5
Optional[cn.nc.channel.auth.outer.service.RefreshTokenService],cn.nc.channel.auth.outer.service.RefreshTokenService#refresh,0
Optional[cn.nc.issuance.book.dcm.service.impl.AllocationStatisticsServiceImpl],cn.nc.issuance.book.dcm.service.impl.AllocationStatisticsServiceImpl#checkCallBackFlag,8
Optional[cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingUpdateDetailConfirmController],cn.nc.issuance.book.dcm.facade.controller.pricingplacing.PricingPlacingUpdateDetailConfirmController#doService,1
Optional[cn.nc.channel.mix.model.dto.BidAndWinningInfoResponse.PurchaseHistory],cn.nc.channel.mix.model.dto.BidAndWinningInfoResponse.PurchaseHistory#setPurchaseDetailHisList,0
Optional[cn.nc.channel.msg.client.dto.MessageInfoDto],cn.nc.channel.msg.client.dto.MessageInfoDto#getBusinessId,1
Optional[cn.nc.user.reguser.adapter.repository.po.UserInfoPo],cn.nc.user.reguser.adapter.repository.po.UserInfoPo#setEmail,0
Optional[cn.nc.issuance.dist.converter.DistTemplateHisConverterImpl],cn.nc.issuance.dist.converter.DistTemplateHisConverterImpl#toDtoList,5
Optional[cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#setPubCreditrate2,0
Optional[cn.nc.issuance.book.dcm.query.service.impl.BillServiceImpl],cn.nc.issuance.book.dcm.query.service.impl.BillServiceImpl#fileInfoListQuery,1
Optional[cn.nc.user.archive.dto.FileArchiveSubHisDto],cn.nc.user.archive.dto.FileArchiveSubHisDto#setFileName,0
Optional[cn.nc.starter.persistent.handler.CodeEnumTypeHandler],cn.nc.starter.persistent.handler.CodeEnumTypeHandler#setNonNullParameter,8
Optional[cn.nc.common.transaction.support.impl.RequestMessageEntity],cn.nc.common.transaction.support.impl.RequestMessageEntity#getFireListenerClass,1
Optional[cn.nc.issuance.common.utils.DateTimeUtil],cn.nc.issuance.common.utils.DateTimeUtil#formatTime,1
Optional[cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.CurrentWeekConditionQueryController],cn.nc.issuance.book.dcm.query.facade.controller.systemadmin.CurrentWeekConditionQueryController#doService,1
Optional[cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.nx.BondInfoResultDto],cn.nc.issuance.book.dcm.query.service.dto.directinvestor.whitelist.nx.BondInfoResultDto#getBondCode,1
Optional[cn.nc.starter.mq.vender.aliyunrocketmq.AliYunRocketMQFactory],cn.nc.starter.mq.vender.aliyunrocketmq.AliYunRocketMQFactory#consumerClient,2
Optional[cn.nc.user.instuser.converter.InstOperPostRelConverterImpl],cn.nc.user.instuser.converter.InstOperPostRelConverterImpl#toDto,4
Optional[cn.nc.channel.msg.adapter.repository.dao.DisclosureQueryDao],cn.nc.channel.msg.adapter.repository.dao.DisclosureQueryDao#findAllDisclosureMenuId,0
Optional[cn.nc.pub.msg.adapter.repository.po.BasePo],cn.nc.pub.msg.adapter.repository.po.BasePo#getModifyUserId,1
Optional[cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity],cn.nc.issuance.book.dcm.service.dto.bill.BondIssueRegistPublicEntity#getRegAmountUndueLimit,1
Optional[cn.nc.issuance.book.dcm.facade.controller.querystatistics.UnderWritingRatioProcessController],cn.nc.issuance.book.dcm.facade.controller.querystatistics.UnderWritingRatioProcessController#doService,1
Optional[cn.nc.pub.msg.service.impl.ProductCommandServiceImpl],cn.nc.pub.msg.service.impl.ProductCommandServiceImpl#processMainTable,21
Optional[cn.nc.issuance.book.dcm.facade.controller.homestart.ExerciseRemindersConfirmSubscribeController],cn.nc.issuance.book.dcm.facade.controller.homestart.ExerciseRemindersConfirmSubscribeController#handle,1
Optional[cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondHoldModeListController],cn.nc.issuance.book.dcm.query.facade.controller.bondAdd.BondHoldModeListController#doService,1
Optional[cn.nc.issuance.book.dcm.batch.adapter.repository.dao.AllocationStaticsticsBatchDao],cn.nc.issuance.book.dcm.batch.adapter.repository.dao.AllocationStaticsticsBatchDao#queryAllStaTask,0
Optional[cn.nc.channel.auth.outer.service.impl.InstUserQueryServiceImpl],cn.nc.channel.auth.outer.service.impl.InstUserQueryServiceImpl#queryInstUserByCondition,12
Optional[cn.nc.channel.backend.service.impl.LoginHomePageDispServiceImpl],cn.nc.channel.backend.service.impl.LoginHomePageDispServiceImpl#verifyReqDto,10
Optional[cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingQueryRespDto],cn.nc.channel.backend.service.dto.identitymapping.IdentityMappingQueryRespDto#setId,0
Optional[cn.nc.common.message.base.facade.BaseRespServiceFacade],cn.nc.common.message.base.facade.BaseRespServiceFacade#removeEmptyBody,0
Optional[cn.nc.pub.msg.service.impl.ProductInstanceBidService],cn.nc.pub.msg.service.impl.ProductInstanceBidService#handleBidFinShDetail,1
Optional[cn.nc.issuance.book.dcm.facade.controller.modifyinterimbondinfo.ModifyInterimBondAuditYesController],cn.nc.issuance.book.dcm.facade.controller.modifyinterimbondinfo.ModifyInterimBondAuditYesController#doService,1
Optional[cn.nc.channel.backend.service.dto.user.InstUserRoleRelDto],cn.nc.channel.backend.service.dto.user.InstUserRoleRelDto#setId,0
Optional[cn.nc.user.ukey.service.UkeyLinkRelService],cn.nc.user.ukey.service.UkeyLinkRelService#save,0
Optional[cn.nc.pub.msg.service.dto.other.InstanceSubPublisherInfo],cn.nc.pub.msg.service.dto.other.InstanceSubPublisherInfo#getBondId,1
Optional[cn.nc.issuance.book.dcm.utils.DateUtil],cn.nc.issuance.book.dcm.utils.DateUtil#getDateForPdf,1
Optional[cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse.PurchaseDetail],cn.nc.channel.mix.model.dto.BookBuildingAdjustmentLogResponse.PurchaseDetail#getPurchaseAmount,1
Optional[cn.nc.issuance.book.dcm.service.dto.RelatedParties],cn.nc.issuance.book.dcm.service.dto.RelatedParties#getRalatedName,1
Optional[cn.nc.channel.backend.service.dto.pagesetting.CustomizeLayoutConfigReqDto],cn.nc.channel.backend.service.dto.pagesetting.CustomizeLayoutConfigReqDto#setId,0
Optional[cn.nc.channel.auth.outer.service.dto.register.WebMobileUserRegistrationReqDto],cn.nc.channel.auth.outer.service.dto.register.WebMobileUserRegistrationReqDto#setSmsVerificationUniqueId,0
Optional[cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRespDto],cn.nc.channel.auth.outer.service.dto.login.SwitchInstUserRespDto#setInstCode,0
Optional[cn.nc.common.log.audit.info.AuditLog],cn.nc.common.log.audit.info.AuditLog#setOperatorId,0
Optional[cn.nc.common.auth.AuthProperties],cn.nc.common.auth.AuthProperties#setAccessCacheEnabled,0
Optional[cn.nc.user.instuser.adapter.repository.po.InstUserPo],cn.nc.user.instuser.adapter.repository.po.InstUserPo#getBuildedOperId,1
Optional[cn.nc.operation.base.service.TaskService],cn.nc.operation.base.service.TaskService#queryAllBusinessType,0
Optional[cn.nc.pub.msg.facade.controller.outside.PubParameterRuleQueryController],cn.nc.pub.msg.facade.controller.outside.PubParameterRuleQueryController#doService,1
Optional[cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto],cn.nc.user.cfaeuser.dto.CfaeRegisterUserDto#setQueryType,0
Optional[cn.nc.operation.base.model.dto.task.BusinessType],cn.nc.operation.base.model.dto.task.BusinessType#getAppName,1
Optional[cn.nc.user.ukey.service.impl.UkeyMaintainHisServiceImpl],cn.nc.user.ukey.service.impl.UkeyMaintainHisServiceImpl#details,6
Optional[cn.nc.issuance.book.dcm.lib.adapter.repository.utils.pdf.PdfThreadLocal],cn.nc.issuance.book.dcm.lib.adapter.repository.utils.pdf.PdfThreadLocal#setThreadLocalMessage,0
Optional[cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto],cn.nc.pub.msg.service.dto.productInstance.BookDcmProductInstanceDto#getMemCode,1
Optional[cn.nc.issuance.book.dcm.service.dto.DebitFinanceBookBuildEntity],cn.nc.issuance.book.dcm.service.dto.DebitFinanceBookBuildEntity#setBookManagerName,0
Optional[cn.nc.issuance.book.dcm.service.dto.directinvestor.whitelist.nx.PushWhiteGroupToShchDto],cn.nc.issuance.book.dcm.service.dto.directinvestor.whitelist.nx.PushWhiteGroupToShchDto#getInvestorType,1
Optional[cn.nc.issuance.book.dcm.facade.controller.enquirymanage.SaveEnquiryManageController],cn.nc.issuance.book.dcm.facade.controller.enquirymanage.SaveEnquiryManageController#doService,1
Optional[cn.nc.user.cfaeuser.dto.CfaeRegisterUserQueryDto],cn.nc.user.cfaeuser.dto.CfaeRegisterUserQueryDto#getOfficePhone,1
Optional[cn.nc.user.ukey.facade.controller.QueryUkeyCenterController],cn.nc.user.ukey.facade.controller.QueryUkeyCenterController#doService,1
Optional[cn.nc.channel.auth.outer.service.dto.login.UserLoginRespDto],cn.nc.channel.auth.outer.service.dto.login.UserLoginRespDto#setUserStatus,0
Optional[cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleEnableController],cn.nc.pub.msg.facade.controller.parameterRule.ParameterRuleEnableController#enable,1
Optional[cn.nc.user.instsummary.service.impl.InstSummaryServiceImpl],cn.nc.user.instsummary.service.impl.InstSummaryServiceImpl#buildTree,1
Optional[cn.nc.user.ukey.converter.UkeyCommonConverter],cn.nc.user.ukey.converter.UkeyCommonConverter#ncTaskList2UkeyApplyHisTaskList,0
Optional[cn.nc.issuance.book.dcm.query.util.DateTimeUtil],cn.nc.issuance.book.dcm.query.util.DateTimeUtil#formatISODateTime,1
Optional[cn.nc.user.cfaeacct.CfaeAccountService],cn.nc.user.cfaeacct.CfaeAccountService#clientCfaeAcctDepositQueryList,0
Optional[cn.nc.channel.msg.converter.NoticeQueryConverterImpl],cn.nc.channel.msg.converter.NoticeQueryConverterImpl#noticeReadDtoToNoticeReadPo,4
